Launch Point, Capturing point, Data Path Delay, Number of cominational cells in data path
cpuregs_reg[4][19]/CK,cpuregs_reg[4][19]/SI,0.105,0
mem_rdata_q_reg[30]/CK,mem_rdata_q_reg[30]/SI,0.098,0
cpuregs_reg[4][23]/CK,cpuregs_reg[4][23]/SI,0.105,0
cpuregs_reg[8][22]/CK,cpuregs_reg[8][22]/SI,0.105,0
cpuregs_reg[12][22]/CK,cpuregs_reg[12][22]/SI,0.105,0
cpuregs_reg[9][11]/CK,cpuregs_reg[9][11]/SI,0.097,0
mem_rdata_q_reg[13]/CK,mem_rdata_q_reg[13]/SI,0.097,0
cpuregs_reg[4][17]/CK,cpuregs_reg[4][17]/SI,0.104,0
cpuregs_reg[17][13]/CK,cpuregs_reg[17][13]/SI,0.097,0
mem_rdata_q_reg[3]/CK,mem_rdata_q_reg[3]/SI,0.096,0
instr_lh_reg/CK,instr_lh_reg/SI,0.096,0
cpuregs_reg[16][8]/CK,cpuregs_reg[16][8]/SI,0.096,0
mem_addr_reg[31]/CK,mem_addr_reg[31]/D,0.102,0
cpuregs_reg[16][10]/CK,cpuregs_reg[16][10]/SI,0.095,0
cpuregs_reg[8][11]/CK,cpuregs_reg[8][11]/SI,0.095,0
cpuregs_reg[17][2]/CK,cpuregs_reg[17][2]/SI,0.094,0
cpuregs_reg[17][7]/CK,cpuregs_reg[17][7]/SI,0.094,0
mem_rdata_q_reg[21]/CK,mem_rdata_q_reg[21]/SI,0.094,0
cpuregs_reg[17][3]/CK,cpuregs_reg[17][3]/SI,0.094,0
cpuregs_reg[8][5]/CK,cpuregs_reg[8][5]/SI,0.094,0
cpuregs_reg[17][5]/CK,cpuregs_reg[17][5]/SI,0.094,0
cpuregs_reg[13][8]/CK,cpuregs_reg[13][8]/SI,0.094,0
mem_addr_reg[21]/CK,mem_addr_reg[21]/D,0.101,0
cpuregs_reg[12][9]/CK,cpuregs_reg[12][9]/SI,0.094,0
mem_rdata_q_reg[2]/CK,mem_rdata_q_reg[2]/SI,0.094,0
cpuregs_reg[12][5]/CK,cpuregs_reg[12][5]/SI,0.094,0
cpuregs_reg[8][13]/CK,cpuregs_reg[8][13]/SI,0.093,0
cpuregs_reg[17][24]/CK,cpuregs_reg[17][24]/SI,0.097,0
cpuregs_reg[8][8]/CK,cpuregs_reg[8][8]/SI,0.093,0
cpuregs_reg[12][8]/CK,cpuregs_reg[12][8]/SI,0.093,0
instr_lb_reg/CK,instr_lb_reg/SI,0.093,0
cpuregs_reg[13][9]/CK,cpuregs_reg[13][9]/SI,0.093,0
cpuregs_reg[13][10]/CK,cpuregs_reg[13][10]/SI,0.092,0
cpuregs_reg[5][1]/CK,cpuregs_reg[5][1]/SI,0.092,0
latched_rd_reg[0]/CK,latched_rd_reg[0]/D,0.098,0
cpuregs_reg[17][10]/CK,cpuregs_reg[17][10]/SI,0.091,0
mem_rdata_q_reg[31]/CK,mem_rdata_q_reg[31]/SI,0.091,0
cpuregs_reg[13][11]/CK,cpuregs_reg[13][11]/SI,0.091,0
cpuregs_reg[16][6]/CK,cpuregs_reg[16][6]/SI,0.09,0
cpu_state_reg[7]/CK,trap_reg/D,0.145,1
cpuregs_reg[9][6]/CK,cpuregs_reg[9][6]/SI,0.091,0
mem_addr_reg[16]/CK,mem_addr_reg[16]/D,0.098,0
cpuregs_reg[17][12]/CK,cpuregs_reg[17][12]/SI,0.091,0
cpuregs_reg[5][8]/CK,cpuregs_reg[5][8]/SI,0.091,0
cpuregs_reg[8][7]/CK,cpuregs_reg[8][7]/SI,0.09,0
cpuregs_reg[17][15]/CK,cpuregs_reg[17][15]/SI,0.09,0
cpuregs_reg[9][0]/CK,cpuregs_reg[9][0]/SI,0.09,0
cpuregs_reg[16][5]/CK,cpuregs_reg[16][5]/SI,0.09,0
cpuregs_reg[17][4]/CK,cpuregs_reg[17][4]/SI,0.09,0
cpuregs_reg[16][3]/CK,cpuregs_reg[16][3]/SI,0.09,0
cpuregs_reg[12][14]/CK,cpuregs_reg[12][14]/SI,0.09,0
mem_addr_reg[19]/CK,mem_addr_reg[19]/D,0.097,0
cpuregs_reg[5][7]/CK,cpuregs_reg[5][7]/SI,0.09,0
cpuregs_reg[16][2]/CK,cpuregs_reg[16][2]/SI,0.09,0
cpuregs_reg[8][12]/CK,cpuregs_reg[8][12]/SI,0.09,0
cpuregs_reg[13][15]/CK,cpuregs_reg[13][15]/SI,0.09,0
cpuregs_reg[5][16]/CK,cpuregs_reg[5][16]/SI,0.09,0
cpuregs_reg[13][13]/CK,cpuregs_reg[13][13]/SI,0.09,0
cpuregs_reg[16][7]/CK,cpuregs_reg[16][7]/SI,0.09,0
cpuregs_reg[8][0]/CK,cpuregs_reg[8][0]/SI,0.09,0
cpuregs_reg[16][4]/CK,cpuregs_reg[16][4]/SI,0.09,0
cpuregs_reg[9][5]/CK,cpuregs_reg[9][5]/SI,0.09,0
cpuregs_reg[13][12]/CK,cpuregs_reg[13][12]/SI,0.09,0
cpuregs_reg[8][14]/CK,cpuregs_reg[8][14]/SI,0.09,0
cpuregs_reg[17][9]/CK,cpuregs_reg[17][9]/SI,0.09,0
cpuregs_reg[9][13]/CK,cpuregs_reg[9][13]/SI,0.09,0
cpuregs_reg[9][9]/CK,cpuregs_reg[9][9]/SI,0.09,0
cpuregs_reg[9][8]/CK,cpuregs_reg[9][8]/SI,0.09,0
cpuregs_reg[9][14]/CK,cpuregs_reg[9][14]/SI,0.09,0
cpuregs_reg[9][12]/CK,cpuregs_reg[9][12]/SI,0.09,0
cpuregs_reg[12][13]/CK,cpuregs_reg[12][13]/SI,0.09,0
cpuregs_reg[12][12]/CK,cpuregs_reg[12][12]/SI,0.089,0
cpuregs_reg[12][11]/CK,cpuregs_reg[12][11]/SI,0.09,0
instr_lbu_reg/CK,instr_lbu_reg/SI,0.089,0
cpuregs_reg[5][9]/CK,cpuregs_reg[5][9]/SI,0.089,0
cpuregs_reg[5][0]/CK,cpuregs_reg[5][0]/SI,0.088,0
cpuregs_reg[4][24]/CK,cpuregs_reg[4][24]/SI,0.093,0
cpuregs_reg[9][24]/CK,cpuregs_reg[9][24]/SI,0.093,0
cpuregs_reg[5][24]/CK,cpuregs_reg[5][24]/SI,0.093,0
cpuregs_reg[5][5]/CK,cpuregs_reg[5][5]/SI,0.088,0
cpuregs_reg[9][4]/CK,cpuregs_reg[9][4]/SI,0.088,0
cpuregs_reg[16][24]/CK,cpuregs_reg[16][24]/SI,0.092,0
cpuregs_reg[5][2]/CK,cpuregs_reg[5][2]/SI,0.087,0
mem_rdata_q_reg[15]/CK,mem_rdata_q_reg[15]/SI,0.088,0
latched_rd_reg[3]/CK,latched_rd_reg[3]/D,0.094,0
mem_rdata_q_reg[18]/CK,mem_rdata_q_reg[18]/SI,0.087,0
cpuregs_reg[4][7]/CK,cpuregs_reg[4][7]/SI,0.087,0
cpuregs_reg[1][24]/CK,cpuregs_reg[1][24]/SI,0.092,0
cpuregs_reg[13][14]/CK,cpuregs_reg[13][14]/SI,0.087,0
mem_addr_reg[15]/CK,mem_addr_reg[15]/D,0.095,0
cpuregs_reg[1][0]/CK,cpuregs_reg[1][0]/SI,0.087,0
cpuregs_reg[5][6]/CK,cpuregs_reg[5][6]/SI,0.087,0
cpuregs_reg[9][2]/CK,cpuregs_reg[9][2]/SI,0.087,0
cpuregs_reg[9][7]/CK,cpuregs_reg[9][7]/SI,0.087,0
cpuregs_reg[12][6]/CK,cpuregs_reg[12][6]/SI,0.087,0
cpuregs_reg[13][6]/CK,cpuregs_reg[13][6]/SI,0.087,0
cpuregs_reg[9][3]/CK,cpuregs_reg[9][3]/SI,0.087,0
cpuregs_reg[13][2]/CK,cpuregs_reg[13][2]/SI,0.087,0
mem_rdata_q_reg[17]/CK,mem_rdata_q_reg[17]/SI,0.087,0
cpuregs_reg[17][11]/CK,cpuregs_reg[17][11]/SI,0.087,0
cpuregs_reg[13][7]/CK,cpuregs_reg[13][7]/SI,0.087,0
cpuregs_reg[9][16]/CK,cpuregs_reg[9][16]/SI,0.087,0
cpuregs_reg[8][10]/CK,cpuregs_reg[8][10]/SI,0.086,0
cpuregs_reg[16][1]/CK,cpuregs_reg[16][1]/SI,0.087,0
cpuregs_reg[8][4]/CK,cpuregs_reg[8][4]/SI,0.087,0
cpuregs_reg[13][3]/CK,cpuregs_reg[13][3]/SI,0.086,0
cpuregs_reg[12][3]/CK,cpuregs_reg[12][3]/SI,0.086,0
cpuregs_reg[13][4]/CK,cpuregs_reg[13][4]/SI,0.086,0
cpuregs_reg[12][7]/CK,cpuregs_reg[12][7]/SI,0.086,0
cpuregs_reg[12][1]/CK,cpuregs_reg[12][1]/SI,0.086,0
cpuregs_reg[17][1]/CK,cpuregs_reg[17][1]/SI,0.086,0
cpuregs_reg[17][14]/CK,cpuregs_reg[17][14]/SI,0.086,0
cpuregs_reg[12][0]/CK,cpuregs_reg[12][0]/SI,0.086,0
mem_addr_reg[14]/CK,mem_addr_reg[14]/D,0.094,0
cpuregs_reg[16][11]/CK,cpuregs_reg[16][11]/SI,0.086,0
cpuregs_reg[13][16]/CK,cpuregs_reg[13][16]/SI,0.086,0
cpuregs_reg[8][1]/CK,cpuregs_reg[8][1]/SI,0.086,0
cpuregs_reg[9][1]/CK,cpuregs_reg[9][1]/SI,0.086,0
cpuregs_reg[4][8]/CK,cpuregs_reg[4][8]/SI,0.087,0
cpuregs_reg[8][3]/CK,cpuregs_reg[8][3]/SI,0.086,0
cpuregs_reg[12][10]/CK,cpuregs_reg[12][10]/SI,0.086,0
cpuregs_reg[16][9]/CK,cpuregs_reg[16][9]/SI,0.086,0
cpuregs_reg[16][14]/CK,cpuregs_reg[16][14]/SI,0.086,0
cpuregs_reg[9][10]/CK,cpuregs_reg[9][10]/SI,0.086,0
cpuregs_reg[13][0]/CK,cpuregs_reg[13][0]/SI,0.086,0
instr_lhu_reg/CK,instr_lhu_reg/SI,0.086,0
cpuregs_reg[16][13]/CK,cpuregs_reg[16][13]/SI,0.086,0
cpuregs_reg[16][12]/CK,cpuregs_reg[16][12]/SI,0.086,0
cpuregs_reg[8][15]/CK,cpuregs_reg[8][15]/SI,0.086,0
cpuregs_reg[5][14]/CK,cpuregs_reg[5][14]/SI,0.086,0
cpuregs_reg[5][12]/CK,cpuregs_reg[5][12]/SI,0.086,0
cpuregs_reg[8][6]/CK,cpuregs_reg[8][6]/SI,0.086,0
cpuregs_reg[12][4]/CK,cpuregs_reg[12][4]/SI,0.086,0
cpuregs_reg[8][2]/CK,cpuregs_reg[8][2]/SI,0.086,0
cpuregs_reg[16][15]/CK,cpuregs_reg[16][15]/SI,0.086,0
cpuregs_reg[12][15]/CK,cpuregs_reg[12][15]/SI,0.086,0
cpuregs_reg[9][15]/CK,cpuregs_reg[9][15]/SI,0.086,0
cpuregs_reg[5][15]/CK,cpuregs_reg[5][15]/SI,0.086,0
cpuregs_reg[5][13]/CK,cpuregs_reg[5][13]/SI,0.086,0
cpuregs_reg[13][1]/CK,cpuregs_reg[13][1]/SI,0.086,0
cpuregs_reg[8][9]/CK,cpuregs_reg[8][9]/SI,0.085,0
cpuregs_reg[8][16]/CK,cpuregs_reg[8][16]/SI,0.086,0
mem_rdata_q_reg[6]/CK,mem_rdata_q_reg[6]/SI,0.085,0
mem_rdata_q_reg[16]/CK,mem_rdata_q_reg[16]/SI,0.085,0
latched_rd_reg[1]/CK,latched_rd_reg[1]/D,0.091,0
is_sll_srl_sra_reg/CK,is_sll_srl_sra_reg/D,0.091,0
mem_rdata_q_reg[19]/CK,mem_rdata_q_reg[19]/SI,0.084,0
cpuregs_reg[1][16]/CK,cpuregs_reg[1][16]/SI,0.084,0
mem_wdata_reg[6]/CK,mem_wdata_reg[6]/SI,0.084,0
mem_rdata_q_reg[7]/CK,mem_rdata_q_reg[7]/SI,0.084,0
instr_sh_reg/CK,instr_sh_reg/SI,0.084,0
cpuregs_reg[12][24]/CK,cpuregs_reg[12][24]/SI,0.089,0
latched_rd_reg[2]/CK,latched_rd_reg[2]/D,0.091,0
cpuregs_reg[4][5]/CK,cpuregs_reg[4][5]/SI,0.084,0
mem_rdata_q_reg[11]/CK,mem_rdata_q_reg[11]/SI,0.084,0
mem_wdata_reg[0]/CK,mem_wdata_reg[0]/SI,0.084,0
cpuregs_reg[8][24]/CK,cpuregs_reg[8][24]/SI,0.088,0
mem_wdata_reg[31]/CK,mem_wdata_reg[31]/SI,0.084,0
cpuregs_reg[1][18]/CK,cpuregs_reg[1][18]/SI,0.088,0
mem_rdata_q_reg[9]/CK,mem_rdata_q_reg[9]/SI,0.083,0
cpuregs_reg[4][2]/CK,cpuregs_reg[4][2]/SI,0.083,0
cpuregs_reg[4][0]/CK,cpuregs_reg[4][0]/SI,0.083,0
cpuregs_reg[4][13]/CK,cpuregs_reg[4][13]/SI,0.083,0
cpuregs_reg[4][12]/CK,cpuregs_reg[4][12]/SI,0.083,0
cpuregs_reg[1][3]/CK,cpuregs_reg[1][3]/SI,0.083,0
mem_rdata_q_reg[10]/CK,mem_rdata_q_reg[10]/SI,0.083,0
mem_wdata_reg[4]/CK,mem_wdata_reg[4]/SI,0.083,0
cpuregs_reg[5][4]/CK,cpuregs_reg[5][4]/SI,0.082,0
cpuregs_reg[1][1]/CK,cpuregs_reg[1][1]/SI,0.082,0
mem_rdata_q_reg[5]/CK,mem_rdata_q_reg[5]/SI,0.083,0
mem_rdata_q_reg[8]/CK,mem_rdata_q_reg[8]/SI,0.083,0
cpuregs_reg[17][0]/CK,cpuregs_reg[17][0]/SI,0.082,0
instr_sb_reg/CK,instr_sb_reg/SI,0.083,0
mem_rdata_q_reg[28]/CK,mem_rdata_q_reg[28]/SI,0.083,0
cpuregs_reg[1][2]/CK,cpuregs_reg[1][2]/SI,0.082,0
cpuregs_reg[5][10]/CK,cpuregs_reg[5][10]/SI,0.082,0
cpuregs_reg[16][0]/CK,cpuregs_reg[16][0]/SI,0.082,0
mem_wdata_reg[3]/CK,mem_wdata_reg[3]/SI,0.082,0
cpuregs_reg[12][2]/CK,cpuregs_reg[12][2]/SI,0.082,0
cpuregs_reg[4][4]/CK,cpuregs_reg[4][4]/SI,0.082,0
cpuregs_reg[1][6]/CK,cpuregs_reg[1][6]/SI,0.082,0
mem_wdata_reg[24]/CK,mem_wdata_reg[24]/SI,0.082,0
cpuregs_reg[1][7]/CK,cpuregs_reg[1][7]/SI,0.082,0
cpuregs_reg[16][16]/CK,cpuregs_reg[16][16]/SI,0.082,0
cpuregs_reg[1][4]/CK,cpuregs_reg[1][4]/SI,0.082,0
cpuregs_reg[4][6]/CK,cpuregs_reg[4][6]/SI,0.082,0
cpuregs_reg[12][16]/CK,cpuregs_reg[12][16]/SI,0.082,0
cpuregs_reg[17][16]/CK,cpuregs_reg[17][16]/SI,0.082,0
cpuregs_reg[4][14]/CK,cpuregs_reg[4][14]/SI,0.082,0
cpuregs_reg[4][10]/CK,cpuregs_reg[4][10]/SI,0.082,0
instr_lw_reg/CK,instr_lw_reg/SI,0.082,0
cpuregs_reg[5][3]/CK,cpuregs_reg[5][3]/SI,0.082,0
mem_rdata_q_reg[22]/CK,mem_rdata_q_reg[22]/SI,0.082,0
mem_wdata_reg[25]/CK,mem_wdata_reg[25]/SI,0.082,0
mem_rdata_q_reg[23]/CK,mem_rdata_q_reg[23]/SI,0.082,0
mem_wdata_reg[29]/CK,mem_wdata_reg[29]/SI,0.082,0
mem_wdata_reg[1]/CK,mem_wdata_reg[1]/SI,0.082,0
mem_rdata_q_reg[24]/CK,mem_rdata_q_reg[24]/SI,0.082,0
cpuregs_reg[1][11]/CK,cpuregs_reg[1][11]/SI,0.082,0
cpuregs_reg[4][11]/CK,cpuregs_reg[4][11]/SI,0.082,0
cpuregs_reg[4][16]/CK,cpuregs_reg[4][16]/SI,0.082,0
cpuregs_reg[5][11]/CK,cpuregs_reg[5][11]/SI,0.082,0
mem_wdata_reg[2]/CK,mem_wdata_reg[2]/SI,0.081,0
mem_wdata_reg[5]/CK,mem_wdata_reg[5]/SI,0.081,0
mem_wdata_reg[7]/CK,mem_wdata_reg[7]/SI,0.081,0
mem_rdata_q_reg[4]/CK,mem_rdata_q_reg[4]/SI,0.081,0
mem_wdata_reg[27]/CK,mem_wdata_reg[27]/SI,0.081,0
mem_wdata_reg[26]/CK,mem_wdata_reg[26]/SI,0.08,0
mem_wdata_reg[28]/CK,mem_wdata_reg[28]/SI,0.08,0
mem_rdata_q_reg[1]/CK,mem_rdata_q_reg[1]/SI,0.08,0
mem_wdata_reg[30]/CK,mem_wdata_reg[30]/SI,0.08,0
mem_rdata_q_reg[0]/CK,mem_rdata_q_reg[0]/SI,0.08,0
latched_rd_reg[4]/CK,latched_rd_reg[4]/D,0.086,0
cpuregs_reg[4][1]/CK,cpuregs_reg[4][1]/SI,0.078,0
cpuregs_reg[4][3]/CK,cpuregs_reg[4][3]/SI,0.077,0
cpuregs_reg[1][5]/CK,cpuregs_reg[1][5]/SI,0.077,0
cpuregs_reg[1][10]/CK,cpuregs_reg[1][10]/SI,0.077,0
mem_rdata_q_reg[20]/CK,mem_rdata_q_reg[20]/SI,0.077,0
cpuregs_reg[4][9]/CK,cpuregs_reg[4][9]/SI,0.077,0
cpuregs_reg[1][13]/CK,cpuregs_reg[1][13]/SI,0.077,0
cpuregs_reg[1][15]/CK,cpuregs_reg[1][15]/SI,0.077,0
cpuregs_reg[4][15]/CK,cpuregs_reg[4][15]/SI,0.076,0
cpuregs_reg[1][9]/CK,cpuregs_reg[1][9]/SI,0.076,0
cpuregs_reg[1][14]/CK,cpuregs_reg[1][14]/SI,0.076,0
instr_sw_reg/CK,instr_sw_reg/SI,0.076,0
mem_addr_reg[4]/CK,mem_addr_reg[4]/D,0.083,0
mem_addr_reg[5]/CK,mem_addr_reg[5]/D,0.083,0
cpuregs_reg[1][8]/CK,cpuregs_reg[1][8]/SI,0.076,0
cpuregs_reg[1][12]/CK,cpuregs_reg[1][12]/SI,0.076,0
mem_instr_reg/CK,mem_instr_reg/D,0.082,0
mem_addr_reg[2]/CK,mem_addr_reg[2]/D,0.082,0
mem_addr_reg[6]/CK,mem_addr_reg[6]/D,0.082,0
mem_addr_reg[23]/CK,mem_addr_reg[23]/D,0.082,0
mem_addr_reg[9]/CK,mem_addr_reg[9]/D,0.082,0
mem_addr_reg[7]/CK,mem_addr_reg[7]/D,0.081,0
mem_addr_reg[3]/CK,mem_addr_reg[3]/D,0.081,0
mem_addr_reg[12]/CK,mem_addr_reg[12]/D,0.081,0
mem_addr_reg[30]/CK,mem_addr_reg[30]/D,0.081,0
mem_addr_reg[8]/CK,mem_addr_reg[8]/D,0.081,0
mem_addr_reg[18]/CK,mem_addr_reg[18]/D,0.081,0
mem_addr_reg[22]/CK,mem_addr_reg[22]/D,0.08,0
mem_addr_reg[24]/CK,mem_addr_reg[24]/D,0.08,0
mem_addr_reg[25]/CK,mem_addr_reg[25]/D,0.08,0
mem_addr_reg[17]/CK,mem_addr_reg[17]/D,0.08,0
mem_addr_reg[29]/CK,mem_addr_reg[29]/D,0.08,0
mem_addr_reg[11]/CK,mem_addr_reg[11]/D,0.079,0
mem_addr_reg[28]/CK,mem_addr_reg[28]/D,0.079,0
instr_srai_reg/CK,instr_srai_reg/D,0.077,0
instr_lbu_reg/CK,is_lbu_lhu_lw_reg/D,0.131,2
mem_addr_reg[10]/CK,mem_addr_reg[10]/D,0.07,0
mem_addr_reg[27]/CK,mem_addr_reg[27]/D,0.069,0
mem_addr_reg[13]/CK,mem_addr_reg[13]/D,0.069,0
mem_addr_reg[20]/CK,mem_addr_reg[20]/D,0.069,0
mem_addr_reg[26]/CK,mem_addr_reg[26]/D,0.068,0
